Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Deck,SizeGp,FarePerPers,Notable
1,1,male,34.0,0,0,26.55,S,D,1,26.55,0
1,3,female,5.0,2,1,19.2583,C,E,4,4.814575,0
1,1,male,52.0,0,0,30.5,S,C,1,30.5,1
0,2,male,36.0,1,2,27.75,S,D,3,9.25,0
0,3,male,32.0,1,0,19.9667,S,G,1,19.9667,0
0,1,male,30.0,0,0,27.75,C,C,1,27.75,0
1,1,male,49.0,1,0,89.1042,C,C,2,44.5521,0
0,3,male,16.0,0,0,8.05,S,E,1,8.05,0
1,3,male,29.0,0,0,7.8958,C,F,1,7.8958,0
0,1,male,65.0,0,0,26.55,S,E,1,26.55,0
1,1,female,62.0,1,0,51.8625,S,D,1,51.8625,0
1,2,female,50.0,0,0,10.5,S,F,1,10.5,0
0,3,male,24.0,0,0,7.75,Q,F,1,7.75,0
1,1,male,48.0,0,0,26.55,S,E,1,26.55,0
0,3,male,34.0,0,0,8.05,S,F,1,8.05,0
0,1,male,47.0,0,0,38.5,S,E,1,38.5,0
0,2,male,48.0,0,0,13.0,S,F,1,13.0,0
0,3,male,30.0,0,0,8.05,S,G,1,8.05,0
0,3,male,38.0,0,0,7.05,S,G,1,7.05,0
0,2,male,39.0,0,0,0.0,S,F,3,0.0,0
0,1,male,56.0,0,0,26.55,S,C,1,26.55,0
0,3,male,19.0,0,0,7.725,Q,G,1,7.725,0
1,3,female,0.75,2,1,19.2583,C,F,4,4.814575,0
0,3,male,19.0,0,0,7.25,S,E,1,7.25,0
0,3,male,38.0,0,0,8.6625,S,G,1,8.6625,0
1,2,female,33.0,1,2,27.75,S,F,3,9.25,0
1,2,female,23.0,0,0,13.7917,C,D,1,13.7917,0
0,3,female,22.0,0,0,9.8375,S,F,1,9.8375,0
0,1,male,38.0,0,0,52.0,S,A,2,26.0,0
0,2,male,34.0,1,0,21.0,S,E,2,10.5,0
0,3,male,29.0,1,0,7.0458,S,E,1,7.0458,0
0,3,male,22.0,0,0,7.5208,S,E,1,7.5208,0
1,3,female,2.0,0,1,12.2875,S,F,1,12.2875,0
0,3,male,9.0,5,2,46.9,S,G,6,7.816666666666666,0
0,2,male,42.0,0,0,0.0,S,F,1,0.0,0
0,3,male,50.0,0,0,8.05,S,G,1,8.05,0
1,3,female,63.0,0,0,9.5875,S,F,1,9.5875,0
1,1,male,25.0,1,0,91.0792,C,B,2,45.5396,0
0,3,female,1.0,3,1,25.4667,S,F,4,6.366675,0
1,1,female,35.0,1,0,90.0,S,C,2,45.0,0
0,1,male,58.0,0,0,29.7,C,B,1,29.7,0
0,3,male,30.0,0,0,8.05,S,G,1,8.05,0
1,3,male,9.0,1,1,15.9,S,G,2,7.95,0
0,3,male,20.0,1,0,19.9667,S,E,1,19.9667,0
0,3,male,21.0,0,0,7.25,S,G,1,7.25,0
0,1,male,55.0,0,0,30.5,S,C,1,30.5,0
0,1,male,71.0,0,0,49.5042,C,E,1,49.5042,0
0,3,male,21.0,0,0,8.05,S,G,1,8.05,0
0,3,male,5.0,0,0,14.4583,C,E,2,7.22915,0
1,1,female,54.0,1,0,78.2667,C,D,2,39.13335,0
0,3,male,9.0,0,0,15.1,S,G,1,15.1,0
0,1,female,25.0,1,2,151.55,S,C,4,37.8875,0
0,3,male,24.0,0,0,7.7958,S,G,1,7.7958,0
0,3,male,17.0,0,0,8.6625,S,G,1,8.6625,0
0,3,female,21.0,0,0,7.75,Q,F,1,7.75,0
0,3,female,1.0,0,0,7.6292,Q,F,1,7.6292,0
0,3,female,37.0,0,0,9.5875,S,F,1,9.5875,0
1,1,female,16.0,0,0,86.5,S,B,3,28.833333333333332,0
0,1,male,18.0,1,0,108.9,C,C,2,54.45,0
1,2,female,33.0,0,2,26.0,S,F,2,13.0,0
1,1,male,35.0,0,0,26.55,S,C,1,26.55,0
0,3,male,28.0,0,0,22.525,S,F,1,22.525,0
1,3,male,26.0,0,0,56.4958,S,F,7,8.070828571428573,0
1,3,male,29.0,0,0,7.75,Q,E,1,7.75,0
0,3,male,17.0,0,0,8.05,S,E,1,8.05,0
1,1,male,36.0,0,0,26.2875,S,E,1,26.2875,0
1,1,female,54.0,1,0,59.4,C,A,1,59.4,0
0,3,male,24.0,0,0,7.4958,S,F,1,7.4958,0
0,1,male,47.0,0,0,34.0208,S,D,1,34.0208,0
1,2,female,34.0,0,0,10.5,S,F,1,10.5,0
0,3,male,6.0,0,0,24.15,Q,F,3,8.049999999999999,0
1,2,female,36.0,1,0,26.0,S,E,1,26.0,0
0,3,male,32.0,0,0,7.8958,S,G,1,7.8958,0
1,1,female,30.0,0,0,93.5,S,B,2,46.75,0
0,3,male,22.0,0,0,7.8958,S,E,1,7.8958,0
0,3,male,44.0,0,0,7.225,C,G,1,7.225,0
1,1,female,44.0,0,1,57.9792,C,B,2,28.9896,0
0,3,male,47.0,0,0,7.2292,C,F,1,7.2292,0
0,3,male,40.5,0,0,7.75,Q,G,1,7.75,0
1,2,female,50.0,0,0,10.5,S,E,1,10.5,0
0,1,male,21.0,0,0,221.7792,S,C,1,221.7792,0
0,3,male,39.0,0,0,7.925,S,G,1,7.925,0
0,2,male,23.0,2,1,11.5,S,E,1,11.5,0
1,2,female,2.0,1,1,26.0,S,F,2,13.0,0
0,3,male,24.0,0,0,7.2292,C,G,1,7.2292,0
0,3,male,17.0,1,1,7.2292,C,F,1,7.2292,0
1,3,female,22.0,0,2,22.3583,C,F,2,11.17915,0
0,3,female,30.0,0,0,8.6625,S,E,1,8.6625,0
1,2,female,7.0,0,2,26.25,S,E,3,8.75,0
0,1,male,45.0,0,0,26.55,S,B,1,26.55,1
1,1,female,30.0,0,0,106.425,C,C,2,53.2125,0
0,3,male,18.0,0,0,14.5,S,F,1,14.5,0
1,1,female,22.0,0,2,49.5,C,B,1,49.5,0
1,1,female,36.0,0,2,71.0,S,B,2,35.5,0
0,3,female,9.0,4,2,31.275,S,E,7,4.4678571428571425,0
0,3,female,11.0,4,2,31.275,S,F,7,4.4678571428571425,0
1,2,male,32.0,1,0,26.0,S,F,2,13.0,0
0,1,male,50.0,1,0,106.425,C,C,2,53.2125,0
0,1,male,64.0,0,0,26.0,S,C,1,26.0,0
1,2,female,19.0,1,0,26.0,S,D,2,13.0,0
1,2,male,50.0,0,0,13.8625,C,E,1,13.8625,0
0,3,male,33.0,1,1,20.525,S,E,3,6.841666666666666,0
1,2,male,8.0,1,1,36.75,S,F,2,18.375,0
1,1,male,17.0,0,2,110.8833,C,C,4,27.720825,0
0,2,male,27.0,0,0,26.0,S,F,1,26.0,0
0,3,male,40.0,0,0,7.8292,Q,F,1,7.8292,0
1,3,male,22.0,0,0,7.225,C,G,1,7.225,0
1,3,female,22.0,0,0,7.775,S,F,1,7.775,0
0,1,male,62.0,0,0,26.55,S,B,1,26.55,0
1,1,female,48.0,1,0,39.6,C,A,1,39.6,1
0,1,male,45.0,0,0,227.525,C,C,4,56.88125,0
1,1,female,39.0,1,1,79.65,S,E,3,26.55,0
1,3,female,36.0,1,0,17.4,S,F,1,17.4,0
0,3,male,2.0,0,0,7.75,Q,E,1,7.75,0
0,3,male,40.0,0,0,7.8958,S,E,1,7.8958,0
0,2,male,28.0,0,0,13.5,S,D,1,13.5,0
0,3,male,23.0,0,0,8.05,S,F,1,8.05,0
0,3,female,1.0,0,0,8.05,S,F,1,8.05,0
0,3,male,24.0,2,0,24.15,S,G,2,12.075,0
0,3,male,19.0,0,0,7.8958,S,F,1,7.8958,0
0,3,female,29.0,0,4,21.075,S,F,4,5.26875,0
0,3,male,20.0,0,0,7.2292,C,F,1,7.2292,0
1,3,male,32.0,0,0,7.8542,S,G,1,7.8542,0
1,2,male,62.0,0,0,10.5,S,F,1,10.5,0
1,1,female,53.0,2,0,51.4792,S,C,1,51.4792,0
1,1,male,36.0,0,0,26.3875,S,E,1,26.3875,0
1,3,female,2.0,0,0,7.75,Q,G,1,7.75,0
0,3,male,16.0,0,0,8.05,S,G,1,8.05,0
0,3,male,19.0,0,0,14.5,S,F,2,7.25,0
1,2,female,34.0,0,0,13.0,S,E,1,13.0,0
1,1,female,39.0,1,0,55.9,S,E,2,27.95,0
0,3,female,24.0,1,0,14.4583,C,E,1,14.4583,0
1,3,male,32.0,0,0,7.925,S,F,1,7.925,0
1,2,female,25.0,1,1,30.0,S,F,1,30.0,0
1,1,female,39.0,1,1,110.8833,C,C,4,27.720825,0
0,2,male,54.0,0,0,26.0,S,D,2,13.0,0
0,1,male,36.0,0,0,40.125,C,A,1,40.125,0
0,3,male,2.0,0,0,8.7125,C,F,1,8.7125,0
1,1,female,18.0,0,2,79.65,S,E,3,26.55,0
0,2,male,47.0,0,0,15.0,S,E,1,15.0,0
1,1,male,60.0,1,1,79.2,C,B,1,79.2,0
0,3,male,22.0,0,0,8.05,S,E,1,8.05,0
0,3,male,28.0,0,0,8.05,S,G,1,8.05,0
0,3,male,35.0,0,0,7.125,S,G,1,7.125,0
1,1,female,52.0,1,0,78.2667,C,D,2,39.13335,0
0,3,male,47.0,0,0,7.25,S,F,1,7.25,0
0,3,female,3.0,0,2,7.75,Q,F,1,7.75,0
0,2,male,37.0,1,0,26.0,S,F,1,26.0,0
0,3,male,36.0,1,1,24.15,S,F,3,8.049999999999999,0
1,2,female,5.0,0,0,33.0,S,D,3,11.0,0
0,3,male,49.0,0,0,0.0,S,G,4,0.0,0
0,3,male,22.0,0,0,7.225,C,G,1,7.225,0
1,1,male,49.0,1,0,56.9292,C,A,2,28.4646,1
1,2,female,24.0,2,1,27.0,S,F,2,13.5,0
0,3,male,8.0,0,0,7.8958,S,E,1,7.8958,0
0,1,male,36.0,0,0,42.4,S,D,1,42.4,0
0,3,male,44.0,0,0,8.05,S,E,1,8.05,0
1,1,male,35.0,0,0,26.55,C,C,1,26.55,0
0,3,male,36.0,1,0,15.55,S,E,1,15.55,0
0,3,male,30.0,0,0,7.8958,S,F,1,7.8958,0
1,1,male,27.0,0,0,30.5,S,C,1,30.5,0
1,2,female,22.0,1,2,41.5792,C,F,3,13.859733333333333,0
1,1,female,40.0,0,0,153.4625,S,C,3,51.15416666666667,0
0,3,female,39.0,1,5,31.275,S,F,7,4.4678571428571425,0
0,3,male,34.0,0,0,7.05,S,G,1,7.05,0
1,3,female,17.0,1,0,15.5,Q,F,2,7.75,0
0,3,male,16.0,0,0,7.75,Q,G,1,7.75,0
0,3,male,35.0,0,0,8.05,S,F,1,8.05,0
1,2,female,24.0,1,2,65.0,S,E,2,32.5,0
0,3,male,34.0,1,1,14.4,S,E,2,7.2,0
0,3,female,26.0,1,0,16.1,S,G,2,8.05,0
1,2,female,4.0,2,1,39.0,S,F,2,19.5,0
0,2,male,26.0,0,0,10.5,S,F,1,10.5,0
0,3,male,27.0,1,0,14.4542,C,F,2,7.2271,0
1,1,male,42.0,1,0,52.5542,S,D,1,52.5542,0
1,3,male,20.0,1,1,15.7417,C,E,2,7.87085,0
0,3,male,21.0,0,0,7.8542,S,G,1,7.8542,0
0,3,male,21.0,0,0,16.1,S,F,2,8.05,0
0,1,male,61.0,0,0,32.3208,S,D,1,32.3208,0
0,2,male,57.0,0,0,12.35,Q,F,1,12.35,1
1,1,female,21.0,0,0,77.9583,S,D,3,25.986099999999997,0
0,3,male,26.0,0,0,7.8958,S,F,1,7.8958,0
0,3,male,1.0,0,0,7.7333,Q,F,1,7.7333,0
1,1,male,80.0,0,0,30.0,S,A,1,30.0,0
0,3,male,51.0,0,0,7.0542,S,G,1,7.0542,0
1,1,male,32.0,0,0,30.5,C,B,1,30.5,1
0,1,male,2.0,0,0,0.0,S,C,1,0.0,0
0,3,female,9.0,3,2,27.9,S,F,6,4.6499999999999995,0
1,2,female,28.0,0,0,13.0,S,F,1,13.0,0
0,3,male,32.0,0,0,7.925,S,F,1,7.925,0
0,2,male,31.0,1,1,26.25,S,D,3,8.75,0
0,3,female,41.0,0,5,39.6875,S,F,6,6.614583333333333,0
0,3,male,18.0,1,0,16.1,S,G,2,8.05,0
0,3,male,20.0,0,0,7.8542,S,G,1,7.8542,0
1,1,female,24.0,0,0,69.3,C,B,2,34.65,0
0,3,female,2.0,3,2,27.9,S,F,6,4.6499999999999995,0
1,3,male,17.0,0,0,56.4958,S,G,7,8.070828571428573,0
1,3,female,0.75,2,1,19.2583,C,G,4,4.814575,0
1,1,male,48.0,1,0,76.7292,C,D,3,25.576400000000003,0
0,3,male,19.0,0,0,7.8958,S,F,1,7.8958,0
1,1,male,56.0,0,0,35.5,C,A,1,35.5,1
0,3,male,40.5,0,0,7.55,S,F,1,7.55,0
1,3,female,23.0,0,0,7.55,S,F,1,7.55,0
0,3,male,18.0,0,0,7.8958,S,F,1,7.8958,0
1,2,female,18.0,0,1,23.0,S,F,2,11.5,0
0,3,male,21.0,0,0,8.4333,S,F,1,8.4333,0
1,3,female,8.0,0,0,7.8292,Q,F,1,7.8292,0
0,3,female,18.0,0,0,6.75,Q,E,1,6.75,0
0,2,male,24.0,2,0,73.5,S,F,5,14.7,0
0,3,male,9.0,0,0,7.8958,S,F,1,7.8958,0
0,3,female,32.0,1,1,15.5,Q,G,2,7.75,0
0,2,male,23.0,0,0,13.0,S,D,1,13.0,0
0,1,male,58.0,0,2,113.275,C,D,3,37.75833333333333,0
1,1,male,50.0,2,0,133.65,S,D,2,66.825,1
0,3,male,40.0,0,0,7.225,C,E,1,7.225,0
0,1,male,47.0,0,0,25.5875,S,E,1,25.5875,0
0,3,male,36.0,0,0,7.4958,S,E,1,7.4958,0
1,3,male,20.0,1,0,7.925,S,F,1,7.925,0
0,2,male,32.0,2,0,73.5,S,F,5,14.7,0
0,2,male,25.0,0,0,13.0,S,E,1,13.0,0
0,3,male,25.0,0,0,7.775,S,E,1,7.775,0
0,3,male,43.0,0,0,8.05,S,G,1,8.05,0
1,1,female,45.0,1,0,52.0,S,C,2,26.0,0
1,2,female,40.0,1,1,39.0,S,F,2,19.5,0
0,1,male,31.0,1,0,52.0,S,B,1,52.0,0
0,2,male,70.0,0,0,10.5,S,F,1,10.5,0
1,2,male,31.0,0,0,13.0,S,D,1,13.0,0
0,2,male,31.0,0,0,0.0,S,F,1,0.0,0
0,3,male,18.0,0,0,7.775,S,F,1,7.775,0
0,3,male,24.5,0,0,8.05,S,E,1,8.05,0
1,3,female,18.0,0,0,9.8417,S,F,1,9.8417,0
0,3,female,43.0,1,6,46.9,S,G,6,7.816666666666666,0
1,1,male,36.0,0,1,512.3292,C,B,3,170.7764,0
0,3,female,10.0,0,0,8.1375,Q,F,1,8.1375,0
1,1,male,27.0,0,0,76.7292,C,D,3,25.576400000000003,0
0,3,male,20.0,0,0,9.225,S,G,1,9.225,0
0,3,male,14.0,5,2,46.9,S,E,6,7.816666666666666,0
0,2,male,60.0,1,1,39.0,S,E,2,19.5,0
0,2,male,25.0,1,2,41.5792,C,E,3,13.859733333333333,0
0,3,male,14.0,4,1,39.6875,S,E,6,6.614583333333333,0
0,3,male,19.0,0,0,10.1708,S,G,1,10.1708,0
0,3,male,18.0,0,0,7.7958,S,G,1,7.7958,0
1,1,female,15.0,0,1,211.3375,S,B,3,70.44583333333334,0
1,1,male,31.0,1,0,57.0,S,B,2,28.5,0
1,3,female,4.0,0,1,13.4167,C,G,1,13.4167,0
1,3,male,7.0,0,0,56.4958,S,G,7,8.070828571428573,0
0,3,male,25.0,0,0,7.225,C,F,1,7.225,0
0,1,male,60.0,0,0,26.55,S,C,1,26.55,1
0,2,male,52.0,0,0,13.5,S,E,1,13.5,0
0,3,male,44.0,0,0,8.05,S,F,1,8.05,0
1,3,female,14.5,0,0,7.7333,Q,G,1,7.7333,0
0,1,male,49.0,1,1,110.8833,C,C,4,27.720825,0
0,3,male,42.0,0,0,7.65,S,F,1,7.65,0
1,1,female,18.0,1,0,227.525,C,C,4,56.88125,0
1,1,male,35.0,0,0,26.2875,S,E,1,26.2875,0
0,3,female,18.0,0,1,14.4542,C,G,2,7.2271,0
0,3,male,25.0,0,0,7.7417,Q,G,1,7.7417,0
0,3,male,26.0,1,0,7.8542,S,G,1,7.8542,0
0,2,male,39.0,0,0,26.0,S,F,2,13.0,0
1,2,female,45.0,0,0,13.5,S,D,1,13.5,0
1,1,male,42.0,0,0,26.2875,S,E,1,26.2875,0
1,1,female,22.0,0,0,151.55,S,C,4,37.8875,0
1,3,male,15.0,1,1,15.2458,C,G,2,7.6229,0
1,1,female,24.0,0,0,49.5042,C,C,1,49.5042,0
0,1,male,58.0,0,0,26.55,S,C,1,26.55,0
1,1,male,48.0,1,0,52.0,S,C,2,26.0,0
0,3,male,29.0,0,0,9.4833,S,E,1,9.4833,0
0,2,male,52.0,0,0,13.0,S,D,2,6.5,0
0,3,male,19.0,0,0,7.65,S,F,1,7.65,0
1,1,female,38.0,0,0,227.525,C,C,4,56.88125,0
1,2,female,27.0,0,0,10.5,S,E,1,10.5,0
0,3,male,21.0,0,0,15.5,Q,G,1,15.5,0
0,3,male,33.0,0,0,7.775,S,F,1,7.775,0
1,2,female,6.0,0,1,33.0,S,F,3,11.0,0
0,3,male,17.0,1,0,7.0542,S,G,1,7.0542,0
0,2,male,34.0,0,0,13.0,S,F,1,13.0,0
0,2,male,50.0,0,0,13.0,S,E,1,13.0,0
1,1,male,27.0,1,0,53.1,S,E,2,26.55,0
0,3,male,20.0,0,0,8.6625,S,F,1,8.6625,0
1,2,female,30.0,3,0,21.0,S,D,2,10.5,0
1,3,female,16.0,0,0,7.7375,Q,F,1,7.7375,0
0,2,male,25.0,1,0,26.0,S,E,1,26.0,0
0,3,female,25.0,1,0,7.925,S,F,1,7.925,0
1,1,female,29.0,0,0,211.3375,S,B,3,70.44583333333334,0
0,3,male,11.0,0,0,18.7875,C,F,2,9.39375,0
0,2,male,48.0,0,0,0.0,S,F,1,0.0,0
0,2,male,23.0,0,0,13.0,S,D,1,13.0,0
0,2,male,23.0,0,0,13.0,S,E,1,13.0,0
0,3,male,28.5,0,0,16.1,S,F,2,8.05,0
0,3,female,48.0,1,3,34.375,S,E,4,8.59375,0
1,1,male,35.0,0,0,512.3292,C,B,3,170.7764,0
0,3,male,26.0,0,0,7.8958,S,F,1,7.8958,0
0,3,male,22.0,0,0,7.8958,S,F,1,7.8958,0
1,1,male,21.0,0,0,30.0,S,D,1,30.0,0
0,1,male,36.0,1,0,78.85,S,C,2,39.425,0
1,1,female,21.0,2,2,262.375,C,B,2,131.1875,0
0,3,male,24.0,1,0,16.1,S,E,1,16.1,0
1,3,male,31.0,0,0,7.925,S,E,1,7.925,0
0,1,male,70.0,1,1,71.0,S,B,2,35.5,1
0,3,male,16.0,1,1,20.25,S,E,2,10.125,0
1,2,female,30.0,0,0,13.0,S,F,1,13.0,0
0,1,male,19.0,1,0,53.1,S,D,1,53.1,0
0,3,male,31.0,0,0,7.75,Q,F,1,7.75,0
1,2,female,4.0,1,1,23.0,S,F,1,23.0,0
1,3,male,6.0,0,1,12.475,S,E,2,6.2375,0
0,3,male,33.0,0,0,9.5,S,F,1,9.5,0
0,3,male,23.0,0,0,7.8958,S,G,1,7.8958,0
1,2,female,48.0,1,2,65.0,S,F,2,32.5,0
1,2,male,0.67,1,1,14.5,S,D,2,7.25,0
0,3,male,28.0,0,0,7.7958,S,E,1,7.7958,0
0,2,male,18.0,0,0,11.5,S,F,1,11.5,0
0,3,male,34.0,0,0,8.05,S,G,1,8.05,0
1,1,female,33.0,0,0,86.5,S,B,3,28.833333333333332,1
0,3,male,17.0,0,0,14.5,S,G,2,7.25,0
0,3,male,41.0,0,0,7.125,S,F,1,7.125,0
1,3,male,20.0,0,0,7.2292,C,F,1,7.2292,0
1,1,female,36.0,1,2,120.0,S,B,4,30.0,0
0,3,male,16.0,0,0,7.775,S,E,1,7.775,0
1,1,female,51.0,1,0,77.9583,S,D,3,25.986099999999997,0
0,1,male,22.0,0,0,39.6,C,C,1,39.6,1
0,3,female,30.5,0,0,7.75,Q,F,1,7.75,0
0,3,male,31.0,1,0,24.15,Q,E,3,8.049999999999999,0
0,3,male,32.0,0,0,8.3625,S,G,1,8.3625,0
0,3,male,24.0,0,0,9.5,S,F,1,9.5,0
0,3,male,48.0,0,0,7.8542,S,E,1,7.8542,0
0,2,female,57.0,0,0,10.5,S,E,2,5.25,0
0,3,male,4.0,0,0,7.225,C,G,1,7.225,0
1,2,female,54.0,1,3,23.0,S,E,1,23.0,0
0,3,male,18.0,0,0,7.75,S,F,1,7.75,0
0,3,male,22.0,0,0,7.75,Q,F,1,7.75,0
1,3,female,5.0,0,0,12.475,S,E,2,6.2375,0
0,3,male,20.5,0,0,7.7375,Q,F,1,7.7375,0
1,1,female,43.0,0,1,211.3375,S,B,3,70.44583333333334,0
1,3,female,13.0,0,0,7.2292,C,E,1,7.2292,0
1,1,female,17.0,1,0,57.0,S,B,2,28.5,0
0,1,male,29.0,0,0,30.0,S,D,1,30.0,0
0,3,male,30.0,1,2,23.45,S,F,2,11.725,0
0,3,male,25.0,0,0,7.05,S,E,1,7.05,0
0,3,male,25.0,0,0,7.25,S,F,1,7.25,0
1,3,female,18.0,0,0,7.4958,S,E,1,7.4958,0
0,3,male,8.0,4,1,29.125,Q,F,5,5.825,0
1,3,male,1.0,1,2,20.575,S,F,2,10.2875,0
0,1,male,46.0,0,0,79.2,C,B,2,39.6,0
0,3,male,23.0,0,0,7.75,Q,E,1,7.75,0
0,2,male,16.0,0,0,26.0,S,E,2,13.0,0
0,3,female,2.0,8,2,69.55,S,E,7,9.935714285714285,0
0,1,male,52.0,0,0,30.6958,C,C,1,30.6958,0
0,3,male,25.0,0,0,7.8958,S,G,1,7.8958,0
0,2,male,39.0,0,0,13.0,S,E,1,13.0,0
1,1,female,49.0,0,0,25.9292,S,D,1,25.9292,1
1,3,female,31.0,0,0,8.6833,S,F,1,8.6833,0
0,3,male,30.0,0,0,7.2292,C,G,1,7.2292,0
0,3,female,30.0,1,1,24.15,S,E,3,8.049999999999999,0
0,2,male,34.0,0,0,13.0,S,F,2,6.5,0
1,2,female,31.0,1,1,26.25,S,D,3,8.75,0
1,1,male,11.0,1,2,120.0,S,B,4,30.0,0
1,3,male,0.42,0,1,8.5167,C,F,1,8.5167,0
1,3,male,27.0,0,0,6.975,S,F,1,6.975,0
0,3,male,31.0,0,0,7.775,S,E,1,7.775,0
0,1,male,39.0,0,0,0.0,S,A,1,0.0,0
0,3,female,18.0,0,0,7.775,S,G,1,7.775,0
0,2,male,39.0,0,0,13.0,S,F,1,13.0,0
1,1,female,33.0,1,0,53.1,S,E,2,26.55,0
0,3,male,26.0,0,0,7.8875,S,F,1,7.8875,0
0,3,male,39.0,0,0,24.15,S,G,2,12.075,0
0,2,male,35.0,0,0,10.5,S,D,1,10.5,0
0,3,female,6.0,4,2,31.275,S,G,7,4.4678571428571425,0
0,3,male,30.5,0,0,8.05,S,F,1,8.05,0
0,1,male,21.0,0,0,0.0,S,B,1,0.0,0
0,3,female,23.0,0,0,7.925,S,F,1,7.925,0
0,2,male,31.0,1,1,37.0042,C,F,2,18.5021,0
0,3,male,43.0,0,0,6.45,S,F,1,6.45,0
0,3,male,10.0,3,2,27.9,S,E,6,4.6499999999999995,0
1,1,female,52.0,1,1,93.5,S,B,2,46.75,0
1,3,male,27.0,0,0,8.6625,S,F,1,8.6625,0
0,1,male,38.0,0,0,0.0,S,C,1,0.0,1
1,3,female,27.0,0,1,12.475,S,E,2,6.2375,0
0,3,male,2.0,4,1,39.6875,S,E,6,6.614583333333333,0
0,3,male,40.5,0,0,6.95,Q,F,1,6.95,0
0,3,male,1.0,0,0,56.4958,S,G,7,8.070828571428573,0
1,2,male,1.0,0,2,37.0042,C,F,2,18.5021,0
1,3,male,21.0,0,0,7.75,Q,G,1,7.75,0
1,1,female,62.0,0,0,80.0,S,B,2,40.0,0
1,3,female,15.0,1,0,14.4542,C,G,2,7.2271,0
1,2,male,0.83,1,1,18.75,S,E,3,6.25,0
0,3,male,7.0,0,0,7.2292,C,F,1,7.2292,0
0,3,male,23.0,0,0,7.8542,S,F,1,7.8542,0
0,3,male,18.0,0,0,8.3,S,G,1,8.3,0
1,1,female,39.0,1,1,83.1583,C,E,1,83.1583,0
0,3,male,21.0,0,0,8.6625,S,G,1,8.6625,0
0,3,male,19.0,0,0,8.05,S,F,1,8.05,0
1,3,male,32.0,0,0,56.4958,S,E,7,8.070828571428573,0
1,1,male,45.0,0,0,29.7,C,C,1,29.7,0
0,3,male,20.0,0,0,7.925,S,G,1,7.925,0
0,2,male,16.0,0,0,10.5,S,E,2,5.25,0
1,1,female,30.0,0,0,31.0,C,B,2,15.5,0
0,3,male,34.5,0,0,6.4375,C,G,1,6.4375,0
0,3,male,17.0,0,0,8.6625,S,E,1,8.6625,0
0,3,male,42.0,0,0,7.55,S,G,1,7.55,0
0,3,male,28.0,8,2,69.55,S,F,7,9.935714285714285,0
0,3,male,35.0,0,0,7.8958,C,G,1,7.8958,0
0,2,male,28.0,0,1,33.0,S,D,3,11.0,1
1,1,female,22.0,1,0,89.1042,C,C,2,44.5521,0
0,3,male,4.0,4,2,31.275,S,F,7,4.4678571428571425,0
0,3,male,74.0,0,0,7.775,S,F,1,7.775,0
0,3,female,9.0,1,1,15.2458,C,E,2,7.6229,0
1,1,female,16.0,0,1,39.4,S,D,1,39.4,0
0,2,female,44.0,1,0,26.0,S,E,2,13.0,0
1,3,female,18.0,0,1,9.35,S,G,1,9.35,0
1,1,female,45.0,1,1,164.8667,S,C,2,82.43335,0
1,1,male,51.0,0,0,26.55,S,E,1,26.55,0
1,3,female,24.0,0,3,19.2583,C,E,4,4.814575,0
0,3,male,47.0,0,0,7.2292,C,E,1,7.2292,0
0,3,male,41.0,2,0,14.1083,S,G,1,14.1083,0
0,2,male,21.0,1,0,11.5,S,F,1,11.5,0
1,1,female,48.0,0,0,25.9292,S,D,1,25.9292,0
0,3,female,14.5,8,2,69.55,S,F,7,9.935714285714285,0
0,2,male,24.0,0,0,13.0,S,F,1,13.0,0
1,2,female,42.0,0,0,13.0,S,E,1,13.0,0
1,2,female,27.0,1,0,13.8583,C,F,1,13.8583,0
0,1,male,31.0,0,0,50.4958,S,A,1,50.4958,0
0,3,male,27.0,0,0,9.5,S,F,1,9.5,0
1,3,male,4.0,1,1,11.1333,S,F,3,3.7111,0
0,3,male,26.0,0,0,7.8958,S,E,1,7.8958,0
1,1,female,47.0,1,1,52.5542,S,D,2,26.2771,0
0,1,male,33.0,0,0,5.0,S,B,1,5.0,0
0,3,male,47.0,0,0,9.0,S,E,1,9.0,0
1,2,female,28.0,1,0,24.0,C,E,2,12.0,0
1,3,female,15.0,0,0,7.225,C,E,1,7.225,0
0,3,male,20.0,0,0,9.8458,S,F,2,4.9229,0
0,3,male,19.0,0,0,7.8958,S,F,1,7.8958,0
0,3,male,5.0,0,0,7.8958,S,F,1,7.8958,0
1,1,female,56.0,0,1,83.1583,C,C,2,41.57915,0
1,2,female,25.0,0,1,26.0,S,E,2,13.0,0
0,3,male,33.0,0,0,7.8958,S,F,1,7.8958,0
0,3,female,22.0,0,0,10.5167,S,F,1,10.5167,0
0,2,male,28.0,0,0,10.5,S,E,1,10.5,0
0,3,male,25.0,0,0,7.05,S,F,1,7.05,0
0,3,female,39.0,0,5,29.125,Q,F,5,5.825,0
0,2,male,27.0,0,0,13.0,S,F,1,13.0,1
1,1,female,19.0,0,0,30.0,S,B,1,30.0,0
0,3,female,9.0,1,2,23.45,S,G,2,11.725,0
1,1,male,26.0,0,0,30.0,C,C,1,30.0,0
0,3,male,32.0,0,0,7.75,Q,F,1,7.75,0
